iter	RMSE
142	273.6275969
143	273.5866098
144	273.4291932
145	272.8312412
146	272.5961203
147	272.3718382
148	271.944846
149	271.5112525
150	271.3110085
151	271.0870766
152	270.994483
153	270.4684651
154	270.3022323
155	270.2543591
156	269.6867857
157	269.3978739
158	269.3334496
159	269.1450969
160	268.803046
161	268.3833905
162	267.9229315
163	267.7704579
164	267.5845486
165	267.4462166
166	266.9965612
167	266.7422658
168	266.5733472
169	266.4022418
170	266.1605161
171	265.5555216
172	265.2219528
173	265.1312029
174	264.9684466
175	264.8223189
176	264.6184264
177	264.3250596
178	264.2397924
179	263.902192
180	263.6063324
181	263.516499
182	263.3317616
183	263.2757161
184	263.1603753
185	262.7348183
186	262.6497309
187	262.493426
188	262.2703643
189	262.1629701
190	261.9873479
191	261.9483951
192	261.639819
193	261.5327511
194	261.2334795
195	260.9723383
196	260.6549797
197	260.2953491
198	259.6353924
199	259.4746417
200	259.2008134
201	258.8500706
202	258.7789187
203	258.4613492
204	258.1826112
205	257.8106546
206	257.5877772
207	256.8980694
208	256.3321326
209	256.1407265
210	256.056861
211	255.9927748
212	255.5570423
213	255.4809955
214	255.3610949
215	255.1347223
216	254.9165139
217	254.6164975
218	254.3884293
219	254.3239727
220	254.2406181
221	253.815437
222	253.4026176
223	253.3182817
224	253.2026297
225	252.9912598
226	252.7124498
227	252.55025
228	251.9814289
229	251.8565315
230	251.7984557
231	251.3750296
232	251.2051994
233	251.1022248
234	250.9908272
235	250.5779869
236	250.0644231
237	249.6566381
238	249.575426
239	249.293757
240	249.1533711
241	249.1082081
242	249.037132
243	248.5847087
244	248.3321314
245	248.2339827
246	247.7269332
247	247.6880457
248	247.171905
249	247.0965042
250	247.0140507
251	246.9465606
252	246.7271838
253	246.6113458
254	246.4510766
255	246.3647779
256	246.0853493
257	245.8883801
258	245.6895393
259	245.5724734
260	245.4636383
261	245.2766433
262	245.0989747
263	245.0480561
264	244.6819755
265	244.3337728
266	244.28832
267	244.2019356
268	244.1125834
269	243.3824816
270	243.2260872
271	243.069974
272	242.9213862
273	242.8369527
274	242.7759104
275	242.539876
276	242.0798947
277	242.032909
278	241.9867977
279	241.8421052
280	241.2441694
281	240.9477648
282	240.8877639
283	240.8108833
284	240.7319834
285	240.6664435
286	240.584279
287	240.4796369
288	240.3461578
289	240.1448329
290	239.9325548
291	239.8799202
292	239.1337932
293	238.6498855
294	238.5839481
295	238.519881
296	238.4524398
297	237.9046416
298	237.8332705
299	237.7670928
300	237.7025989
301	237.396103
302	237.3377909
303	237.2413444
304	236.8948962
305	236.7985905
306	236.3643604
307	235.9507734
308	235.3937647
309	235.3343808
310	235.0994911
311	235.0474207
312	234.6979957
313	234.4102245
314	234.068819
315	233.7951537
316	233.7480975
317	233.6541448
318	233.611562
319	233.1541599
320	232.7289549
321	232.5405818
322	232.4860628
323	232.4092062
324	232.0977211
325	231.7968272
326	231.3554507
327	231.3059468
328	231.0140611
329	230.6489922
330	230.2917358
331	229.9164543
332	229.5413895
333	229.3498182
334	229.3113687
335	228.7983155
336	228.4688959
337	228.4167561
338	228.0845068
339	227.6657204
340	227.2513012
341	226.7209967
342	226.6695773
343	226.3807515
344	226.20086
345	226.1636415
346	225.9279153
347	225.539826
348	225.148962
349	225.1108506
350	225.0613758
351	225.0151961
352	224.9798126
353	224.9302266
354	224.6772432
355	224.304186
356	224.1436274
357	223.7827735
358	223.3977952
359	223.0722686
360	223.0377433
361	222.7803764
362	222.4871666
363	222.4531819
364	222.4197
365	222.2796278
366	221.9700473
367	221.8609776
368	221.6133193
369	221.346129
370	221.0816292
371	220.8429617
372	220.7742874
373	220.356456
374	220.101454
375	219.8533089
376	219.8162069
377	219.7832181
378	219.4903422
379	219.0757546
380	218.8799396
381	218.6116171
382	218.2274613
383	218.0247423
384	217.8192266
385	217.4893864
386	217.1435937
387	216.7184842
388	216.6865571
389	216.6546582
390	216.5482529
391	216.2036549
392	215.8536751
393	215.8226126
394	215.5850258
395	215.325365
396	215.0459429
397	214.8774176
398	214.5791426
399	214.5480494
400	214.5104087
401	214.165477
402	213.8419163
403	213.5737394
404	213.5422029
405	213.2148712
406	213.0266854
407	212.816039
408	212.4319844
409	212.3006292
410	212.2555916
411	211.9399623
412	211.8000502
413	211.7713939
414	211.7431621
415	211.4765361
416	211.4154061
417	211.2390793
418	211.2116498
419	210.9370597
420	210.6512657
421	210.4308054
422	210.1713937
423	210.1409125
424	210.0067147
425	209.7009471
426	209.663244
427	209.5339266
428	209.5076025
429	209.4814333
430	209.4509943
431	209.4240081
432	209.1433731
433	208.9922814
434	208.5805685
435	208.4014741
436	208.115454
437	207.8087918
438	207.6299242
439	207.4339474
440	207.1046015
441	206.8835934
442	206.5803425
443	206.3274203
444	206.0984687
445	205.8706133
446	205.8455404
447	205.7962132
448	205.7206584
449	205.5583028
450	205.358942
451	205.0923898
452	204.771462
453	204.4769193
454	204.4525478
455	204.125599
456	203.9001757
457	203.609746
458	203.5313658
459	203.4124689
460	203.1622509
461	203.1379812
462	202.8838364
463	202.8598972
464	202.6027732
465	202.5564794
466	202.5327686
467	202.3359918
468	201.9755271
469	201.6974706
470	201.5284052
471	201.2811463
472	201.0565965
473	200.7941929
474	200.522405
475	200.2040882
476	200.1789626
477	200.1594362
478	200.136999
479	200.114946
480	199.9198961
481	199.6365514
482	199.4136198
483	199.3913118
484	199.1714009
485	198.9453418
486	198.5816312
487	198.5631551
488	198.2113219
489	198.1879294
490	197.9932292
491	197.7895407
492	197.7572872
493	197.5810186
494	197.4177885
495	197.2384311
496	196.9626872
497	196.9397468
498	196.7582348
499	196.4435028
