name,oof_mean,delta_mean,wins,ic50
mord_w48,526.9495348860878,-0.0541816340026647,1,323.81331077007775
mord_w45,526.9638917283282,-0.039824791762157474,1,323.85638129679927
mord_w42,526.9854030643301,-0.01831345576037317,0,323.9209153048046
mord_w40,527.0037165200905,0.0,0,323.9758556720858
