name,oof_mean,delta_mean,ic50
lgb_morgan_lgb45,524.5170918787971,-0.26379013202006263,321.28249896873155
inter_lgb_morgan45,524.8223168339013,0.041434823084046,322.1981738340434
inter_lgb45,525.0836516422105,0.3027696313932893,322.9821782589716
inter_lgb48,525.2619277217891,0.4810457109718982,323.5170064977074
