name,oof_mean,delta_mean,wins,ic50
morgan_w25,526.9211992716151,0.0,0,323.7283039266602
morgan_w28,526.962168570558,0.040969298942817055,0,323.8512118234887
morgan_w30,526.9946719984537,0.07347272683849344,0,323.9487221071756
morgan_w32,527.0313236664623,0.11012439484712407,0,324.05867711120146
morgan_w35,527.094069938578,0.1728706669627703,0,324.2469159275485
