name,oof_mean,delta_mean,wins,ic50
mord_w40,527.0037165200905,-0.05967486846994537,1,323.9758556720858
mord_w38,527.0252061106193,-0.0381852779410868,1,324.04032444367243
mord_w37,527.0371413553073,-0.02625003325306352,0,324.0761301777365
mord_w35,527.0633913885604,0.0,0,324.1548802774957
mord_w33,527.0928121373487,0.029420748788349254,0,324.2431425238606
mord_w32,527.1087107114074,0.04531932284703544,0,324.2908382460367
