name,seed,oof,delta,ic50,cc50,si
ref_cc50_fe,42,523.9505296260132,0.0,323.72356739159164,460.2984846722484,787.8295368142
cc50_fe_v2,42,524.3315556911365,0.3810260651232511,323.72356739159164,461.49615124657475,787.7749484352432
cc50_fe_v1v2,42,524.3705628850903,0.4200332590770586,323.72356739159164,461.78473726085855,787.6033840028206
cc50_fe_only,42,547.3028904864776,23.352360860464387,323.72356739159164,530.3920292929057,787.7930747749352
cc50_fe_log1p,42,525.4179423921556,1.4674127661423881,323.72356739159164,464.72712927018443,787.8031305146907
cc50_trans_k2,42,526.0077329868968,2.057203360883591,323.72356739159164,466.4847925655997,787.8148390034991
cc50_trans_k4,42,523.915194517957,-0.03533510805618789,323.72356739159164,460.193156799943,787.8288593623365
cc50_trans_k5,42,525.8663085366853,1.9157789106720884,323.72356739159164,466.0556959301229,787.8196622883413
cc50_trans_k7,42,528.1598549094751,4.209325283461908,323.72356739159164,472.95896276771066,787.7970345691232
cc50_blend_w50,42,524.741457962133,0.790928336119805,323.72356739159164,462.6734451055025,787.8273613893049
cc50_blend_w55,42,524.2907689463036,0.3402393202903795,323.72356739159164,461.3203064234635,787.8284330238556
cc50_blend_w65,42,523.7214765985946,-0.22905302741867217,323.72356739159164,459.61018964398943,787.8306727602027
cc50_blend_w70,42,523.6041097261688,-0.3464198998444772,323.72356739159164,459.25692092518966,787.8318408617249
