name,oof_mean,delta_mean,wins,ic50
mord_w55,526.943873096454,0.0,0,323.7963254011768
mord_w57,526.9533785903524,0.009505493898283627,0,323.8248418828717
mord_w60,526.9636920827803,0.019818986326223847,0,323.8557823601555
mord_w62,526.9771858088235,0.03331271236944152,0,323.89626353828515
